CountryName,CountryCode,Year,Total Population,Urban population (% of total)
Middle East & North Africa (all income levels),MEA,1960,105512645.0,34.951333965345995
Middle East & North Africa (developing only),MNA,1960,97869415.0,33.875011607466995
Middle income,MIC,1960,1970184624.0,22.053113572466998
North America,NAC,1960,198624409.0,69.9184025592192
OECD members,OED,1960,786648153.0,62.480915374846106
Other small states,OSS,1960,6590560.0,14.337843636352599
Pacific island small states,PSS,1960,861378.0,22.0437617758986
Small states,SST,1960,11642748.0,21.1205727918357
South Asia,SAS,1960,572036107.0,16.73554548224
Sub-Saharan Africa (all income levels),SSF,1960,228268752.0,14.6313867340196
Sub-Saharan Africa (developing only),SSA,1960,227974937.0,14.616940830425598
Upper middle income,UMC,1960,1027272982.0,24.109480436157302
World,WLD,1960,3034970564.0,33.557608124572894
Afghanistan,AFG,1960,8994793.0,8.221
Albania,ALB,1960,1608800.0,30.705
Algeria,DZA,1960,11124892.0,30.51
American Samoa,ASM,1960,20012.0,66.211
Andorra,ADO,1960,13414.0,58.45
Angola,AGO,1960,5270844.0,10.435
Antigua and Barbuda,ATG,1960,54681.0,39.656
Argentina,ARG,1960,20619075.0,73.611
Armenia,ARM,1960,1867396.0,51.275
Aruba,ABW,1960,54208.0,50.776
Australia,AUS,1960,10276477.0,81.529
Austria,AUT,1960,7047539.0,64.72
Azerbaijan,AZE,1960,3897889.0,52.663000000000004
"Bahamas, The",BHS,1960,109526.0,59.711999999999996
Bahrain,BHR,1960,162501.0,82.32
Bangladesh,BGD,1960,48200702.0,5.135
Barbados,BRB,1960,230934.0,36.777
Belarus,BLR,1960,8198000.0,32.400999999999996
Belgium,BEL,1960,9153489.0,92.46
Belize,BLZ,1960,92068.0,54.028
Benin,BEN,1960,2431620.0,9.275
Bermuda,BMU,1960,44400.0,100.0
Bhutan,BTN,1960,224108.0,3.596
Bolivia,BOL,1960,3693451.0,36.762
Bosnia and Herzegovina,BIH,1960,3214520.0,19.04
Botswana,BWA,1960,524029.0,3.06
Brazil,BRA,1960,72493585.0,46.138999999999996
Brunei Darussalam,BRN,1960,81825.0,43.401
Bulgaria,BGR,1960,7867374.0,37.1
Burkina Faso,BFA,1960,4829291.0,4.7
Burundi,BDI,1960,2786740.0,2.077
Cabo Verde,CPV,1960,202316.0,16.679000000000002
Cambodia,KHM,1960,5722370.0,10.285
Cameroon,CMR,1960,5361367.0,13.937000000000001
Canada,CAN,1960,17909009.0,69.061
Cayman Islands,CYM,1960,7867.0,100.0
Central African Republic,CAF,1960,1503501.0,20.1
Chad,TCD,1960,3002596.0,6.695
Channel Islands,CHI,1960,109419.0,38.7
Chile,CHL,1960,7695692.0,67.836
China,CHN,1960,667070000.0,16.203
Colombia,COL,1960,16480384.0,45.033
Comoros,COM,1960,188732.0,12.550999999999998
"Congo, Dem. Rep.",ZAR,1960,15248246.0,22.3
"Congo, Rep.",COG,1960,1013581.0,31.601
Costa Rica,CRI,1960,1333042.0,34.254
Cote d'Ivoire,CIV,1960,3474724.0,17.679000000000002
Croatia,HRV,1960,4140000.0,30.154
Cuba,CUB,1960,7141129.0,58.401
Curacao,CUW,1960,124826.0,74.71
Cyprus,CYP,1960,572929.0,35.628
Czech Republic,CZE,1960,9602006.0,59.548
Denmark,DNK,1960,4579603.0,73.687
Djibouti,DJI,1960,83636.0,50.325
Dominica,DMA,1960,60016.0,37.846
Dominican Republic,DOM,1960,3294039.0,30.229
Ecuador,ECU,1960,4545548.0,33.878
"Egypt, Arab Rep.",EGY,1960,27072397.0,37.864000000000004
El Salvador,SLV,1960,2762897.0,38.345
Equatorial Guinea,GNQ,1960,252115.0,25.537
Eritrea,ERI,1960,1407631.0,9.751
Estonia,EST,1960,1211537.0,57.533
Ethiopia,ETH,1960,22151218.0,6.433
Faeroe Islands,FRO,1960,34266.0,21.383000000000003
Fiji,FJI,1960,393383.0,29.680999999999997
Finland,FIN,1960,4429634.0,55.29
France,FRA,1960,46814237.0,61.88
French Polynesia,PYF,1960,78083.0,42.281000000000006
Gabon,GAB,1960,499189.0,17.398
"Gambia, The",GMB,1960,367929.0,12.129000000000001
Georgia,GEO,1960,3645600.0,43.068999999999996
Germany,DEU,1960,72814900.0,71.384
Ghana,GHA,1960,6652285.0,23.252
Greece,GRC,1960,8331725.0,55.93600000000001
Greenland,GRL,1960,32500.0,58.534
Grenada,GRD,1960,89861.0,30.331999999999997
Guam,GUM,1960,66741.0,50.147
Guatemala,GTM,1960,4127555.0,31.121
Guinea,GIN,1960,3577413.0,10.472000000000001
Guinea-Bissau,GNB,1960,616407.0,13.6
Guyana,GUY,1960,564222.0,29.009
Haiti,HTI,1960,3866160.0,15.593
Honduras,HND,1960,2002333.0,22.747
"Hong Kong SAR, China",HKG,1960,3075605.0,85.2
Hungary,HUN,1960,9983967.0,55.911
Iceland,ISL,1960,175574.0,80.3
India,IND,1960,449661874.0,17.924
Indonesia,IDN,1960,87792512.0,14.585999999999999
"Iran, Islamic Rep.",IRN,1960,21906905.0,33.735
Iraq,IRQ,1960,7289759.0,42.898999999999994
Ireland,IRL,1960,2828600.0,45.821999999999996
Isle of Man,IMY,1960,48441.0,55.123000000000005
Israel,ISR,1960,2114020.0,76.848
Italy,ITA,1960,50199700.0,59.361000000000004
Jamaica,JAM,1960,1629003.0,33.769
Japan,JPN,1960,92500572.0,63.272
Jordan,JOR,1960,844000.0,50.879
Kazakhstan,KAZ,1960,9714260.0,44.198
Kenya,KEN,1960,8105440.0,7.362
Kiribati,KIR,1960,41234.0,16.29
"Korea, Dem. Rep.",PRK,1960,11424179.0,40.195
"Korea, Rep.",KOR,1960,25012374.0,27.71
Kuwait,KWT,1960,261962.0,74.893
Kyrgyz Republic,KGZ,1960,2172300.0,34.181
Lao PDR,LAO,1960,2119944.0,7.946000000000001
Latvia,LVA,1960,2120979.0,52.867
Lebanon,LBN,1960,1804927.0,42.343
Lesotho,LSO,1960,851412.0,3.512
Liberia,LBR,1960,1120314.0,18.632
Libya,LBY,1960,1434576.0,27.323
Liechtenstein,LIE,1960,16504.0,20.437
Lithuania,LTU,1960,2778550.0,39.46
Luxembourg,LUX,1960,313970.0,69.556
"Macao SAR, China",MAC,1960,171456.0,95.289
"Macedonia, FYR",MKD,1960,1488664.0,34.02
Madagascar,MDG,1960,5099371.0,10.642000000000001
Malawi,MWI,1960,3618604.0,4.39
Malaysia,MYS,1960,8160975.0,26.598000000000003
Maldives,MDV,1960,89875.0,11.173
Mali,MLI,1960,5263730.0,11.065999999999999
Malta,MLT,1960,326550.0,90.12899999999999
Marshall Islands,MHL,1960,14665.0,35.584
Mauritania,MRT,1960,858170.0,6.88
Mauritius,MUS,1960,659351.0,33.177
Mexico,MEX,1960,38174114.0,50.753
"Micronesia, Fed. Sts.",FSM,1960,44539.0,22.311999999999998
Moldova,MDA,1960,2544000.0,23.424
Monaco,MCO,1960,22454.0,100.0
Mongolia,MNG,1960,955514.0,35.679
Montenegro,MNE,1960,474203.0,18.788
Morocco,MAR,1960,12328534.0,29.357
Mozambique,MOZ,1960,7493278.0,4.769
Myanmar,MMR,1960,21486424.0,19.226
Namibia,NAM,1960,602545.0,17.909000000000002
Nepal,NPL,1960,10056945.0,3.48
Netherlands,NLD,1960,11486631.0,59.751999999999995
New Caledonia,NCL,1960,79000.0,37.36
New Zealand,NZL,1960,2371800.0,75.998
Nicaragua,NIC,1960,1774696.0,39.580999999999996
Niger,NER,1960,3395212.0,5.792999999999999
Nigeria,NGA,1960,45211614.0,15.41
Northern Mariana Islands,MNP,1960,10070.0,51.218999999999994
Norway,NOR,1960,3581239.0,49.92
Oman,OMN,1960,551737.0,16.4
Pakistan,PAK,1960,44911810.0,22.104
Palau,PLW,1960,9638.0,56.823
Panama,PAN,1960,1132924.0,41.248999999999995
Papua New Guinea,PNG,1960,1966957.0,3.725
Paraguay,PRY,1960,1902871.0,35.569
Peru,PER,1960,10061519.0,46.81100000000001
Philippines,PHL,1960,26273023.0,30.296999999999997
Poland,POL,1960,29637450.0,47.891999999999996
Portugal,PRT,1960,8857716.0,34.955
Puerto Rico,PRI,1960,2358000.0,44.547
Qatar,QAT,1960,47309.0,85.275
Romania,ROM,1960,18406905.0,34.209
Russian Federation,RUS,1960,119897000.0,53.731
Rwanda,RWA,1960,2933424.0,2.6
Samoa,WSM,1960,108645.0,18.926
San Marino,SMR,1960,15393.0,48.9
Sao Tome and Principe,STP,1960,64255.0,16.073
Saudi Arabia,SAU,1960,4086539.0,31.25
Senegal,SEN,1960,3177560.0,23.0
Seychelles,SYC,1960,41700.0,27.673000000000002
Sierra Leone,SLE,1960,2181701.0,17.352
Singapore,SGP,1960,1646400.0,100.0
Slovak Republic,SVK,1960,4068095.0,33.464
Slovenia,SVN,1960,1584720.0,28.204
Solomon Islands,SLB,1960,117869.0,5.768
Somalia,SOM,1960,2756380.0,17.312
South Africa,ZAF,1960,17396000.0,46.619
South Sudan,SSD,1960,2955044.0,8.748
Spain,ESP,1960,30455000.0,56.567
Sri Lanka,LKA,1960,9896000.0,16.430999999999997
St. Kitts and Nevis,KNA,1960,51197.0,27.644000000000002
St. Lucia,LCA,1960,89901.0,21.46
St. Vincent and the Grenadines,VCT,1960,80948.0,25.943
Sudan,SDN,1960,7527450.0,10.745999999999999
Suriname,SUR,1960,289972.0,47.26
Swaziland,SWZ,1960,349233.0,3.9130000000000003
Sweden,SWE,1960,7484656.0,72.49
Switzerland,CHE,1960,5327827.0,51.019
Syrian Arab Republic,SYR,1960,4592777.0,36.806999999999995
Tajikistan,TJK,1960,2064035.0,33.168
Tanzania,TZA,1960,10074490.0,5.246
Thailand,THA,1960,27397178.0,19.672
Timor-Leste,TMP,1960,499525.0,10.091000000000001
Togo,TGO,1960,1580513.0,10.097999999999999
Tonga,TON,1960,61600.0,17.552
Trinidad and Tobago,TTO,1960,848481.0,17.349
Tunisia,TUN,1960,4220701.0,37.510999999999996
Turkey,TUR,1960,27553280.0,31.515
Turkmenistan,TKM,1960,1593501.0,46.412
Turks and Caicos Islands,TCA,1960,5724.0,47.678999999999995
Tuvalu,TUV,1960,6104.0,15.895
Uganda,UGA,1960,6788211.0,4.417
Ukraine,UKR,1960,42662150.0,46.792
United Arab Emirates,ARE,1960,92612.0,73.5
United Kingdom,GBR,1960,52400000.0,78.444
United States,USA,1960,180671000.0,69.99600000000001
Uruguay,URY,1960,2538651.0,80.241
Uzbekistan,UZB,1960,8789492.0,33.978
Vanuatu,VUT,1960,63701.0,10.404000000000002
"Venezuela, RB",VEN,1960,8146845.0,61.613
Vietnam,VNM,1960,34743000.0,14.7
Virgin Islands (U.S.),VIR,1960,32000.0,56.477
"Yemen, Rep.",YEM,1960,5166311.0,9.1
Zambia,ZMB,1960,3049586.0,18.145
Zimbabwe,ZWE,1960,3752390.0,12.607999999999999
Arab World,ARB,1961,95041593.0,32.0290757076957
Caribbean small states,CSS,1961,4270928.0,31.8190266061615
Central Europe and the Baltics,CEB,1961,92237118.0,45.206665319194
East Asia & Pacific (all income levels),EAS,1961,1045789318.0,23.122180800013105
East Asia & Pacific (developing only),EAP,1961,895784704.0,17.390940911178998
Euro area,EMU,1961,267825309.0,62.575285337977505
Europe & Central Asia (all income levels),ECS,1961,675181708.0,55.91503920729179
Europe & Central Asia (developing only),ECA,1961,158242146.0,38.7597975326341
European Union,EUU,1961,413007006.0,61.6736073879095
Fragile and conflict affected situations,FCS,1961,123125186.0,18.3899159549082
Heavily indebted poor countries (HIPC),HPC,1961,166337526.0,12.583142578097501
High income,HIC,1961,920970907.0,63.2470129357279
High income: nonOECD,NOC,1961,189656817.0,56.97676948275829
High income: OECD,OEC,1961,731314090.0,64.7785824675961
Latin America & Caribbean (all income levels),LCN,1961,226764342.0,50.0734541031726
Latin America & Caribbean (developing only),LAC,1961,182952027.0,45.699941901605705
Least developed countries: UN classification,LDC,1961,246733124.0,9.86225911277725
Low & middle income,LMY,1961,2155067832.0,21.749524080384802
Low income,LIC,1961,160642778.0,11.779523499282401
Lower middle income,LMC,1961,964242763.0,20.042609761046396
Middle East & North Africa (all income levels),MEA,1961,108392645.0,35.70806724630621
Middle East & North Africa (developing only),MNA,1961,100483718.0,34.595474302334196
Middle income,MIC,1961,1994425054.0,22.5529559777173
North America,NAC,1961,202007500.0,70.31954523965689
OECD members,OED,1961,798937506.0,62.9723559181036
Other small states,OSS,1961,6721830.0,14.7855272193733
Pacific island small states,PSS,1961,889536.0,22.4738850771638
Small states,SST,1961,11882294.0,21.483553759063696
South Asia,SAS,1961,584143236.0,16.8669810943561
Sub-Saharan Africa (all income levels),SSF,1961,233759990.0,14.947589644669304
Sub-Saharan Africa (developing only),SSA,1961,233462001.0,14.932825955042698
Upper middle income,UMC,1961,1030182291.0,24.9002669330015
World,WLD,1961,3076038739.0,34.0732352726371
Afghanistan,AFG,1961,9164945.0,8.508
Albania,ALB,1961,1659800.0,30.943
Algeria,DZA,1961,11404859.0,31.796999999999997
American Samoa,ASM,1961,20478.0,66.641
Andorra,ADO,1961,14376.0,60.983000000000004
Angola,AGO,1961,5367287.0,10.798
Antigua and Barbuda,ATG,1961,55403.0,39.04
Argentina,ARG,1961,20953079.0,74.217
Armenia,ARM,1961,1934239.0,52.147
Aruba,ABW,1961,55435.0,50.761
Australia,AUS,1961,10483000.0,81.941
Austria,AUT,1961,7086299.0,64.814
Azerbaijan,AZE,1961,4030130.0,52.364
"Bahamas, The",BHS,1961,115108.0,60.45399999999999
Bahrain,BHR,1961,167924.0,82.337
Bangladesh,BGD,1961,49593610.0,5.278
Barbados,BRB,1961,231674.0,36.849000000000004
Belarus,BLR,1961,8271216.0,33.522
Belgium,BEL,1961,9183948.0,92.554
Belize,BLZ,1961,94701.0,53.72
Benin,BEN,1961,2466002.0,9.856
Bermuda,BMU,1961,45500.0,100.0
Bhutan,BTN,1961,229297.0,3.792
Bolivia,BOL,1961,3764815.0,37.059
Bosnia and Herzegovina,BIH,1961,3277096.0,19.686
Botswana,BWA,1961,536576.0,3.097
Brazil,BRA,1961,74706888.0,47.122
Brunei Darussalam,BRN,1961,85687.0,45.228
Bulgaria,BGR,1961,7943118.0,38.782
Burkina Faso,BFA,1961,4894578.0,4.796
Burundi,BDI,1961,2840375.0,2.115
Cabo Verde,CPV,1961,205958.0,16.948
Cambodia,KHM,1961,5872247.0,10.293
Cameroon,CMR,1961,5474509.0,14.488
Canada,CAN,1961,18271000.0,69.668
Cayman Islands,CYM,1961,8026.0,100.0
Central African Republic,CAF,1961,1529229.0,20.750999999999998
Chad,TCD,1961,3061423.0,6.962000000000001
Channel Islands,CHI,1961,110399.0,38.436
Chile,CHL,1961,7873504.0,68.66
China,CHN,1961,660330000.0,16.708
Colombia,COL,1961,16982313.0,46.327
Comoros,COM,1961,191828.0,13.347999999999999
"Congo, Dem. Rep.",ZAR,1961,15637715.0,22.523000000000003
"Congo, Rep.",COG,1961,1039966.0,32.318000000000005
Costa Rica,CRI,1961,1381920.0,34.329
Cote d'Ivoire,CIV,1961,3602075.0,18.910999999999998
Croatia,HRV,1961,4171672.0,31.04
Cuba,CUB,1961,7289828.0,58.588
Curacao,CUW,1961,126125.0,75.102
Cyprus,CYP,1961,576395.0,36.175
Czech Republic,CZE,1961,9586651.0,60.063
Denmark,DNK,1961,4611687.0,74.417
Djibouti,DJI,1961,88499.0,51.448
Dominica,DMA,1961,61035.0,37.912
Dominican Republic,DOM,1961,3406299.0,31.141
Ecuador,ECU,1961,4676858.0,34.466
"Egypt, Arab Rep.",EGY,1961,27810001.0,38.272
El Salvador,SLV,1961,2843246.0,38.516
Equatorial Guinea,GNQ,1961,255100.0,26.144000000000002
Eritrea,ERI,1961,1441297.0,10.059
Estonia,EST,1961,1225077.0,58.303999999999995
Ethiopia,ETH,1961,22671131.0,6.65
Faeroe Islands,FRO,1961,34730.0,22.141
Fiji,FJI,1961,407152.0,30.248
Finland,FIN,1961,4461005.0,56.321000000000005
France,FRA,1961,47444751.0,62.607
French Polynesia,PYF,1961,80706.0,43.217
Gabon,GAB,1961,504174.0,18.33
"Gambia, The",GMB,1961,376736.0,12.331
Georgia,GEO,1961,3703600.0,43.559
Germany,DEU,1961,73377632.0,71.697
Ghana,GHA,1961,6866545.0,23.796999999999997
Greece,GRC,1961,8398050.0,56.453
Greenland,GRL,1961,33700.0,59.806000000000004
Grenada,GRD,1961,91260.0,30.519000000000002
Guam,GUM,1961,68073.0,51.23
Guatemala,GTM,1961,4240084.0,31.768
Guinea,GIN,1961,3633778.0,10.936
Guinea-Bissau,GNB,1961,623413.0,13.747
Guyana,GUY,1961,582034.0,29.049
Haiti,HTI,1961,3943363.0,15.975
Honduras,HND,1961,2069085.0,23.318
"Hong Kong SAR, China",HKG,1961,3168100.0,85.29299999999999
Hungary,HUN,1961,10029321.0,56.335
Iceland,ISL,1961,179029.0,80.803
India,IND,1961,458691457.0,18.032
Indonesia,IDN,1961,90138235.0,14.821
"Iran, Islamic Rep.",IRN,1961,22480420.0,34.389
Iraq,IRQ,1961,7475354.0,44.431999999999995
Ireland,IRL,1961,2824400.0,46.24
Isle of Man,IMY,1961,48353.0,55.345
Israel,ISR,1961,2185000.0,77.985
Italy,ITA,1961,50536350.0,59.856
Jamaica,JAM,1961,1651915.0,34.5
Japan,JPN,1961,94943000.0,64.21300000000001
Jordan,JOR,1961,891451.0,52.412
Kazakhstan,KAZ,1961,10129861.0,44.746
Kenya,KEN,1961,8361442.0,7.565
Kiribati,KIR,1961,42261.0,16.918
"Korea, Dem. Rep.",PRK,1961,11665593.0,41.162
"Korea, Rep.",KOR,1961,25765673.0,28.531
Kuwait,KWT,1961,294639.0,75.78699999999999
Kyrgyz Republic,KGZ,1961,2255900.0,34.510999999999996
Lao PDR,LAO,1961,2169287.0,8.02
Latvia,LVA,1961,2152681.0,53.663000000000004
Lebanon,LBN,1961,1864605.0,44.038999999999994
Lesotho,LSO,1961,866253.0,3.96
Liberia,LBR,1961,1144896.0,19.291
Libya,LBY,1961,1483856.0,28.197
Liechtenstein,LIE,1961,16894.0,20.315
Lithuania,LTU,1961,2823550.0,40.443000000000005
Luxembourg,LUX,1961,316845.0,69.92699999999999
"Macao SAR, China",MAC,1961,175135.0,95.32799999999999
"Macedonia, FYR",MKD,1961,1507653.0,35.214
Madagascar,MDG,1961,5223621.0,10.970999999999998
Malawi,MWI,1961,3700032.0,4.489
Malaysia,MYS,1961,8429369.0,27.241
Maldives,MDV,1961,92327.0,11.23
Mali,MLI,1961,5322267.0,11.360999999999999
Malta,MLT,1961,325250.0,90.069
Marshall Islands,MHL,1961,15052.0,36.959
Mauritania,MRT,1961,883223.0,7.435
Mauritius,MUS,1961,680757.0,33.637
Mexico,MEX,1961,39394125.0,51.59
"Micronesia, Fed. Sts.",FSM,1961,45956.0,22.553
Moldova,MDA,1961,2605000.0,24.215999999999998
Monaco,MCO,1961,22812.0,100.0
Mongolia,MNG,1961,982180.0,37.681999999999995
Montenegro,MNE,1961,480359.0,19.502
Morocco,MAR,1961,12713043.0,29.849
Mozambique,MOZ,1961,7643290.0,4.949
Myanmar,MMR,1961,21961594.0,19.566
Namibia,NAM,1961,617282.0,18.334
Nepal,NPL,1961,10215153.0,3.571
Netherlands,NLD,1961,11638712.0,60.02
New Caledonia,NCL,1961,81200.0,38.781
New Zealand,NZL,1961,2419700.0,76.525
Nicaragua,NIC,1961,1830400.0,40.03
Niger,NER,1961,3493636.0,5.896
Nigeria,NGA,1961,46144154.0,15.633
Northern Mariana Islands,MNP,1961,10340.0,52.74100000000001
Norway,NOR,1961,3609800.0,50.998000000000005
Oman,OMN,1961,564895.0,17.475
Pakistan,PAK,1961,45988447.0,22.500999999999998
Palau,PLW,1961,9901.0,57.114
Panama,PAN,1961,1167041.0,41.853
Papua New Guinea,PNG,1961,2001048.0,4.024
Paraguay,PRY,1961,1953331.0,35.67
Peru,PER,1961,10350239.0,47.398
Philippines,PHL,1961,27164618.0,30.555
Poland,POL,1961,29964000.0,48.527
Portugal,PRT,1961,8929316.0,35.344
Puerto Rico,PRI,1961,2399722.0,45.933
Qatar,QAT,1961,51355.0,85.693
Romania,ROM,1961,18555250.0,34.894
Russian Federation,RUS,1961,121236000.0,54.626000000000005
Rwanda,RWA,1961,2996091.0,2.654
Samoa,WSM,1961,112121.0,18.986
San Marino,SMR,1961,15787.0,50.001000000000005
Sao Tome and Principe,STP,1961,64549.0,16.805
Saudi Arabia,SAU,1961,4218879.0,32.373000000000005
Senegal,SEN,1961,3265558.0,23.645
Seychelles,SYC,1961,42889.0,28.717
Sierra Leone,SLE,1961,2210169.0,17.903
Singapore,SGP,1961,1702400.0,100.0
Slovak Republic,SVK,1961,4191667.0,33.953
Slovenia,SVN,1961,1594131.0,29.107
Solomon Islands,SLB,1961,121403.0,6.037999999999999
Somalia,SOM,1961,2814683.0,17.835
South Africa,ZAF,1961,17949962.0,46.793
South Sudan,SSD,1961,3011112.0,8.737
Spain,ESP,1961,30739250.0,57.303000000000004
Sri Lanka,LKA,1961,10168000.0,16.592
St. Kitts and Nevis,KNA,1961,51195.0,28.269000000000002
St. Lucia,LCA,1961,90913.0,21.695999999999998
St. Vincent and the Grenadines,VCT,1961,82144.0,26.394000000000002
Sudan,SDN,1961,7749884.0,11.232000000000001
Suriname,SUR,1961,298190.0,47.297
Swaziland,SWZ,1961,357522.0,4.335
Sweden,SWE,1961,7519998.0,73.295
Switzerland,CHE,1961,5434294.0,51.67100000000001
Syrian Arab Republic,SYR,1961,4742596.0,37.399
Tajikistan,TJK,1961,2140413.0,33.56
Tanzania,TZA,1961,10373380.0,5.394
Thailand,THA,1961,28224208.0,19.781
Timor-Leste,TMP,1961,508311.0,10.243
Togo,TGO,1961,1597528.0,10.94
Tonga,TON,1961,63740.0,17.929000000000002
Trinidad and Tobago,TTO,1961,865356.0,16.712
Tunisia,TUN,1961,4277371.0,37.95
Turkey,TUR,1961,28229291.0,32.064
Turkmenistan,TKM,1961,1649914.0,46.556999999999995
Turks and Caicos Islands,TCA,1961,5760.0,48.021
Tuvalu,TUV,1961,6242.0,16.444000000000003
Uganda,UGA,1961,7006629.0,4.617
Ukraine,UKR,1961,43203635.0,47.542
United Arab Emirates,ARE,1961,100985.0,74.383
United Kingdom,GBR,1961,52800000.0,78.374
United States,USA,1961,183691000.0,70.377
Uruguay,URY,1961,2571691.0,80.462
Uzbekistan,UZB,1961,9044671.0,34.238
Vanuatu,VUT,1961,65708.0,10.583
"Venezuela, RB",VEN,1961,8461684.0,62.875
Vietnam,VNM,1961,35428000.0,15.030999999999999
Virgin Islands (U.S.),VIR,1961,34100.0,57.864
"Yemen, Rep.",YEM,1961,5251663.0,9.459
Zambia,ZMB,1961,3142848.0,18.951
Zimbabwe,ZWE,1961,3876638.0,12.821
Arab World,ARB,1962,97691498.0,32.780322721748
Caribbean small states,CSS,1962,4353408.0,32.057860523755195
Central Europe and the Baltics,CEB,1962,93014890.0,45.866564696018
East Asia & Pacific (all income levels),EAS,1962,1059972418.0,23.651145327486
East Asia & Pacific (developing only),EAP,1962,907395358.0,17.8627360333223
Euro area,EMU,1962,270324828.0,63.06857819776361
Europe & Central Asia (all income levels),ECS,1962,683114331.0,56.449862776176396
Europe & Central Asia (developing only),ECA,1962,161168870.0,39.453126966090295
European Union,EUU,1962,416670637.0,62.126027850803396
Fragile and conflict affected situations,FCS,1962,126006115.0,18.907540755286
Heavily indebted poor countries (HIPC),HPC,1962,170332701.0,12.9417448911175
High income,HIC,1962,933025406.0,63.8128286903543
High income: nonOECD,NOC,1962,192729589.0,57.8384053913321
High income: OECD,OEC,1962,740295817.0,65.2758985974157
Latin America & Caribbean (all income levels),LCN,1962,233183206.0,50.8726951441607
Latin America & Caribbean (developing only),LAC,1962,188416186.0,46.56671495983901
Least developed countries: UN classification,LDC,1962,252585904.0,10.1294463472791
Low & middle income,LMY,1962,2195966846.0,22.217955036961303
Low income,LIC,1962,164180179.0,12.0584228121593
Lower middle income,LMC,1962,986301567.0,20.3087885085135
Middle East & North Africa (all income levels),MEA,1962,111418951.0,36.4767680069794
Middle East & North Africa (developing only),MNA,1962,103183668.0,35.3178839653868
Middle income,MIC,1962,2031786667.0,23.0393061509026
North America,NAC,1962,205198600.0,70.7397837119746
OECD members,OED,1962,809855392.0,63.464489569185886
Other small states,OSS,1962,6853517.0,15.2605267340841
Pacific island small states,PSS,1962,919276.0,22.913375298604606
Small states,SST,1962,12126201.0,21.8710659553639
South Asia,SAS,1962,596701125.0,17.0544103188409
Sub-Saharan Africa (all income levels),SSF,1962,239403621.0,15.2603620300087
Sub-Saharan Africa (developing only),SSA,1962,239101639.0,15.245848209275598
Upper middle income,UMC,1962,1045485100.0,25.612656737030505
World,WLD,1962,3128992252.0,34.5178204644136
Afghanistan,AFG,1962,9343772.0,8.805
Albania,ALB,1962,1711319.0,31.015
Algeria,DZA,1962,11690152.0,33.214
American Samoa,ASM,1962,21118.0,67.068
Andorra,ADO,1962,15376.0,63.461999999999996
Angola,AGO,1962,5465905.0,11.204
Antigua and Barbuda,ATG,1962,56311.0,38.427
Argentina,ARG,1962,21287682.0,74.767
Armenia,ARM,1962,2002170.0,53.019
Aruba,ABW,1962,56226.0,50.746
Australia,AUS,1962,10742000.0,82.337
Austria,AUT,1962,7129864.0,64.863
Azerbaijan,AZE,1962,4167558.0,52.06399999999999
"Bahamas, The",BHS,1962,121083.0,61.193000000000005
Bahrain,BHR,1962,173107.0,82.355
Bangladesh,BGD,1962,51030604.0,5.497999999999999
Barbados,BRB,1962,232584.0,36.922
Belarus,BLR,1962,8351928.0,34.663000000000004
Belgium,BEL,1962,9220578.0,92.679
Belize,BLZ,1962,97389.0,53.41
Benin,BEN,1962,2503232.0,10.47
Bermuda,BMU,1962,46600.0,100.0
Bhutan,BTN,1962,234703.0,3.9989999999999997
Bolivia,BOL,1962,3838096.0,37.357
Bosnia and Herzegovina,BIH,1962,3341809.0,20.437
Botswana,BWA,1962,549990.0,3.134
Brazil,BRA,1962,77007549.0,48.099
Brunei Darussalam,BRN,1962,89603.0,47.07
Bulgaria,BGR,1962,8012946.0,40.494
Burkina Faso,BFA,1962,4960325.0,4.893
Burundi,BDI,1962,2894510.0,2.154
Cabo Verde,CPV,1962,210866.0,17.224
Cambodia,KHM,1962,6026696.0,10.333
Cameroon,CMR,1962,5593768.0,15.058
Canada,CAN,1962,18614000.0,70.494
Cayman Islands,CYM,1962,8142.0,100.0
Central African Republic,CAF,1962,1556656.0,21.418000000000003
Chad,TCD,1962,3122357.0,7.239
Channel Islands,CHI,1962,111463.0,38.172
Chile,CHL,1962,8054166.0,69.435
China,CHN,1962,665770000.0,17.226
Colombia,COL,1962,17500166.0,47.628
Comoros,COM,1962,194960.0,14.189
"Congo, Dem. Rep.",ZAR,1962,16041247.0,22.749000000000002
"Congo, Rep.",COG,1962,1067611.0,33.045
Costa Rica,CRI,1962,1432583.0,34.404
Cote d'Ivoire,CIV,1962,3740503.0,20.21
Croatia,HRV,1962,4202104.0,32.001
Cuba,CUB,1962,7450404.0,58.776
Curacao,CUW,1962,128414.0,75.49
Cyprus,CYP,1962,577691.0,36.674
Czech Republic,CZE,1962,9624660.0,60.555
Denmark,DNK,1962,4647727.0,75.093
Djibouti,DJI,1962,94200.0,52.619
Dominica,DMA,1962,61984.0,37.979
Dominican Republic,DOM,1962,3521276.0,32.094
Ecuador,ECU,1962,4812892.0,35.06
"Egypt, Arab Rep.",EGY,1962,28560741.0,38.624
El Salvador,SLV,1962,2927861.0,38.614000000000004
Equatorial Guinea,GNQ,1962,257940.0,26.234
Eritrea,ERI,1962,1476321.0,10.377
Estonia,EST,1962,1241623.0,59.071999999999996
Ethiopia,ETH,1962,23221331.0,6.874
Faeroe Islands,FRO,1962,35153.0,22.962
Fiji,FJI,1962,421576.0,30.823
